"id","Variable.Count","VPOPS.Mean","POPS.Count","PSS.Maximum","PSS.Mean","PSS.Standard.Deviation","VPOPS.Maximum","VPOPS.Standard.Deviation","Pattern.database.lower.bound.In.degree.Maximum","Pattern.database.lower.bound.In.degree.Mean","Pattern.database.lower.bound.In.degree.Standard.Deviation","Pattern.database.lower.bound.Leaf.Count","Pattern.database.lower.bound.NTC.Count","Pattern.database.lower.bound.NTC.Max","Pattern.database.lower.bound.NTC.Mean","Pattern.database.lower.bound.NTC.Standard.Deviation","Pattern.database.lower.bound.Out.degree.Maximum","Pattern.database.lower.bound.Out.degree.Mean","Pattern.database.lower.bound.Out.degree.Standard.Deviation","Pattern.database.lower.bound.Root.Count","Pattern.database.lower.bound.Total.Degree.Maximum","Pattern.database.lower.bound.Total.Degree.Mean","Pattern.database.lower.bound.Total.Degree.Standard.Deviation","Simple.lower.bound.In.degree.Maximum","Simple.lower.bound.In.degree.Mean","Simple.lower.bound.In.degree.Standard.Deviation","Simple.lower.bound.Leaf.Count","Simple.lower.bound.NTC.Count","Simple.lower.bound.NTC.Max","Simple.lower.bound.NTC.Mean","Simple.lower.bound.NTC.Standard.Deviation","Simple.lower.bound.Out.degree.Maximum","Simple.lower.bound.Out.degree.Mean","Simple.lower.bound.Out.degree.Standard.Deviation","Simple.lower.bound.Root.Count","Simple.lower.bound.Total.Degree.Maximum","Simple.lower.bound.Total.Degree.Mean","Simple.lower.bound.Total.Degree.Standard.Deviation","Greedy.hill.climbing.Error.bound","Greedy.hill.climbing.In.degree.Maximum","Greedy.hill.climbing.In.degree.Mean","Greedy.hill.climbing.In.degree.Standard.Deviation","Greedy.hill.climbing.Leaf.Count","Greedy.hill.climbing.Out.degree.Maximum","Greedy.hill.climbing.Out.degree.Mean","Greedy.hill.climbing.Out.degree.Standard.Deviation","Greedy.hill.climbing.Root.Count","Greedy.hill.climbing.Total.Degree.Maximum","Greedy.hill.climbing.Total.Degree.Mean","Greedy.hill.climbing.Total.Degree.Standard.Deviation","Anytime.window.A..Error.bound","Anytime.window.A..In.degree.Maximum","Anytime.window.A..In.degree.Mean","Anytime.window.A..In.degree.Standard.Deviation","Anytime.window.A..Leaf.Count","Anytime.window.A..Out.degree.Maximum","Anytime.window.A..Out.degree.Mean","Anytime.window.A..Out.degree.Standard.Deviation","Anytime.window.A..Root.Count","Anytime.window.A..Total.Degree.Maximum","Anytime.window.A..Total.Degree.Mean","Anytime.window.A..Total.Degree.Standard.Deviation","GOBNILP.Error.bound","GOBNILP.In.degree.Maximum","GOBNILP.In.degree.Mean","GOBNILP.In.degree.Standard.Deviation","GOBNILP.Leaf.Count","GOBNILP.Out.degree.Maximum","GOBNILP.Out.degree.Mean","GOBNILP.Out.degree.Standard.Deviation","GOBNILP.Root.Count","GOBNILP.Total.Degree.Maximum","GOBNILP.Total.Degree.Mean","GOBNILP.Total.Degree.Standard.Deviation","CPBayes.Error.bound","CPBayes.In.degree.Maximum","CPBayes.In.degree.Mean","CPBayes.In.degree.Standard.Deviation","CPBayes.Leaf.Count","CPBayes.Out.degree.Maximum","CPBayes.Out.degree.Mean","CPBayes.Out.degree.Standard.Deviation","CPBayes.Root.Count","CPBayes.Total.Degree.Maximum","CPBayes.Total.Degree.Mean","CPBayes.Total.Degree.Standard.Deviation","basic","basic_extended","lower_bounding","greedy_probing","A._probing","ILP_probing","CP_probing","Class"
"synth-1581-41-5-2-0.5-0-180_bic-3",41,21.8,894,3,1.86,0.78,75,17.48,3,2.22,0.82,5,8,19,4.38,5.95,7,2.22,1.81,2,10,4.44,2.12,3,2.29,0.81,6,9,7,3.56,1.67,9,2.29,1.9,2,11,4.59,2.18,9.97,3,1.83,0.92,11,8,1.83,1.86,4,9,3.66,1.97,9.42,3,1.61,1.12,12,6,1.61,1.64,10,8,3.22,1.81,1.09,3,1.66,0.91,16,6,1.66,1.78,5,8,3.32,1.71,1.9,3,1.78,0.94,14,7,1.78,1.89,5,8,3.56,1.82,0,0,0,2,5,4,6,"ilp.162"
"synth-1583-21-2-2-0.5-0-2555_bdeu-0.1-4",21,42.48,892,4,2.59,1.01,163,49.66,3,1.76,1.09,6,4,7,3.25,2.5,6,1.76,1.76,4,9,3.52,2.42,4,2.19,1.12,4,3,12,5.67,5.51,7,2.19,1.89,2,11,4.38,2.89,19.05,3,1.19,0.98,6,4,1.19,1.12,7,6,2.38,1.66,12.87,2,1.05,0.92,8,4,1.05,1.12,8,5,2.1,1.3,0.06,2,1.05,0.92,9,3,1.05,1.12,8,5,2.1,1.22,0,2,1.1,0.89,9,3,1.1,1.18,7,5,2.19,1.25,0,0,0,1,5,3,6,"cpbayes"
"synth-1584-53-4-2-0.5-0-1162_bdeu-0.1-4",53,75.91,4023,4,2.51,0.91,417,87.05,4,2.91,1.16,5,4,39,11.25,18.5,12,2.91,2.8,3,16,5.81,3.5,4,3.02,1.15,4,3,44,16,24.25,12,3.02,2.85,3,16,6.04,3.61,19.97,4,2.09,1.18,12,9,2.09,2.45,7,12,4.19,2.65,19.28,4,1.92,1.25,14,9,1.92,2.14,9,11,3.85,2.64,1.31,4,1.94,1.26,17,9,1.94,2.48,9,11,3.89,2.49,-1,4,3.02,1.15,4,12,3.02,2.85,3,16,6.04,3.61,0,0,0,5,5,5,6,"ilp.162"
"synth-1586-56-4-2-0.5-0-110_bdeu-1-2",56,28.84,1615,2,1.72,0.52,105,27.23,2,1.91,0.29,10,7,17,4.43,5.56,8,1.91,1.6,0,10,3.82,1.67,2,1.91,0.29,10,9,17,4,4.9,6,1.91,1.47,0,8,3.82,1.54,9.34,2,1.54,0.74,15,6,1.54,1.37,8,8,3.07,1.64,9.6,2,1.48,0.76,14,7,1.48,1.39,9,8,2.96,1.58,2.17,2,1.66,0.58,18,7,1.66,1.75,3,9,3.32,1.81,3.2,2,1.77,0.54,13,6,1.77,1.66,3,8,3.54,1.66,0,0,0,4,5,6,6,"ilp.141.nc"
"synth-1587-29-5-2-0.5-0-940_bdeu-100-4",29,2533.38,73468,4,3.59,0.64,7606,1999.22,4,3.93,0.26,3,1,26,26,0,13,3.93,3.34,0,17,7.86,3.43,4,3.93,0.26,3,2,24,13,15.56,12,3.93,3.08,0,16,7.86,3.18,16.05,4,3.45,1.18,5,13,3.45,3.63,2,17,6.9,3.64,13.55,4,3.28,1.36,5,16,3.28,4.08,3,16,6.55,3.51,-1,4,3.93,0.26,3,12,3.93,3.08,0,16,7.86,3.18,-1,4,3.93,0.26,3,12,3.93,3.08,0,16,7.86,3.18,0,0,0,4,5,6,6,"cpbayes"
"synth-1591-60-6-2-0.5-0-1643_bic-3",60,292.87,17572,3,2.63,0.58,1884,347.63,3,2.65,0.78,13,3,43,15.67,23.67,8,2.65,2.23,2,11,5.3,2.7,3,2.65,0.78,12,3,44,16,24.25,8,2.65,2.18,2,11,5.3,2.66,16.24,3,2.32,0.98,19,10,2.32,2.35,5,12,4.63,2.79,19.73,3,1.9,1.24,18,7,1.9,1.98,14,10,3.8,2.48,3.29,3,2.27,0.97,24,11,2.27,2.83,4,13,4.53,2.97,-1,3,2.65,0.78,12,8,2.65,2.18,2,11,5.3,2.66,0,0,0,5,5,5,6,"ilp.162"
"synth-1592-60-8-2-0.5-0-2291_bdeu-0.1-4",60,236.35,14181,4,2.97,0.85,1889,342.9,4,3.13,1.27,8,5,40,9.6,16.99,13,3.13,2.82,4,17,6.27,3.59,4,3.2,1.29,8,5,41,9.8,17.44,12,3.2,2.69,4,16,6.4,3.49,15.03,4,2.57,1.42,15,10,2.57,2.57,7,13,5.13,2.99,18.14,4,2.22,1.47,17,10,2.22,2.35,11,14,4.43,2.74,3.88,4,2.37,1.43,22,11,2.37,2.95,9,14,4.73,3.25,-1,4,3.2,1.29,8,12,3.2,2.69,4,16,6.4,3.49,0,0,0,5,5,5,6,"ilp.141"
"synth-1593-49-5-2-0.5-0-792_bdeu-0.1-3",49,34.96,1713,3,2.23,0.8,127,37.35,3,2.33,0.94,11,2,31,16.5,20.51,8,2.33,2.14,2,11,4.65,2.78,3,2.37,0.91,11,3,32,12,17.32,9,2.37,2.15,2,12,4.73,2.74,11.41,3,1.88,1.09,14,7,1.88,1.81,7,10,3.76,2.38,13.27,3,1.57,1.17,14,7,1.57,1.55,13,8,3.14,2.11,1.34,3,1.76,1.09,18,7,1.76,2.07,8,10,3.51,2.45,-1,3,2.37,0.91,11,9,2.37,2.15,2,12,4.73,2.74,0,0,0,3,5,5,6,"ilp.162"
"synth-1594-54-2-2-0.5-0-577_bic-4",54,11.48,620,4,1.76,0.91,102,17.62,3,1.39,0.86,20,10,6,2.9,1.29,7,1.39,1.61,9,10,2.78,2.25,3,1.48,0.91,16,11,7,3.36,1.69,7,1.48,1.48,8,10,2.96,2.2,14.49,2,0.93,0.64,29,6,0.93,1.32,13,8,1.85,1.56,14.57,2,0.83,0.75,24,5,0.83,1,20,7,1.67,1.43,0.06,2,0.89,0.72,27,6,0.89,1.24,17,6,1.78,1.34,0.5,2,0.94,0.68,25,5,0.94,1.19,14,6,1.89,1.42,0,0,0,3,6,4,6,"ilp.162.nc"
"synth-1597-31-8-2-0.5-0-201_bdeu-100-2",31,139.19,4315,2,1.89,0.34,207,53.8,2,1.94,0.36,8,7,5,2.57,1.13,9,1.94,2.26,1,11,3.87,2.35,2,1.94,0.36,8,8,4,2.5,0.76,9,1.94,2.22,1,11,3.87,2.31,7.31,2,1.84,0.52,10,8,1.84,2.13,2,9,3.68,2.04,5.72,2,1.84,0.52,9,9,1.84,2.11,2,10,3.68,1.96,0.63,2,1.84,0.52,8,7,1.84,1.9,2,9,3.68,1.87,1.5,2,1.84,0.52,7,9,1.84,2.08,2,10,3.68,1.99,0,0,0,2,5,5,6,"astar.comp"
"synth-1598-36-7-2-0.5-0-341_bdeu-1-3",36,68.39,2462,3,2.32,0.75,387,81.8,3,2.67,0.68,6,2,24,13,15.56,9,2.67,2.27,1,12,5.33,2.64,3,2.69,0.52,5,1,31,31,0,7,2.69,2.08,0,10,5.39,2.41,13.37,3,2.11,0.95,9,8,2.11,2.12,3,10,4.22,2.07,11.92,3,1.92,1.08,9,8,1.92,1.71,4,11,3.83,1.98,1.32,3,2.11,0.89,11,8,2.11,2.36,2,9,4.22,2.24,-1,3,2.69,0.52,5,7,2.69,2.08,0,10,5.39,2.41,0,0,0,3,5,5,6,"ilp.162"
"synth-1599-38-7-2-0.5-0-4321_bdeu-1-3",38,603.34,22927,3,2.76,0.49,2485,618.84,3,2.74,0.76,7,7,9,3.43,2.51,13,2.74,3.13,2,16,5.47,3.44,3,2.74,0.76,7,6,15,4.33,5.24,13,2.74,2.95,2,16,5.47,3.27,12.65,3,2.55,0.95,9,13,2.55,3.14,3,14,5.11,3.19,13.35,3,2.29,1.06,13,8,2.29,2.4,4,11,4.58,2.76,2.34,3,2.45,0.98,12,11,2.45,3.21,3,14,4.89,3.24,2.9,3,2.47,0.98,11,12,2.47,2.99,3,12,4.95,3.04,0,0,0,5,5,5,6,"astar.comp"
"synth-1600-24-6-2-0.5-0-974_bdeu-10-3",24,116.17,2788,3,2.51,0.67,326,79.45,3,2.96,0.2,2,1,21,21,0,7,2.96,2.03,0,10,5.92,2.08,3,2.96,0.2,2,3,18,7.33,9.24,7,2.96,1.99,0,10,5.92,2.04,14.03,3,2.5,0.88,7,7,2.5,2.13,1,10,5,1.93,9.41,3,2.5,0.93,3,8,2.5,2.15,2,8,5,1.59,0.35,3,2.58,0.78,6,9,2.58,2.54,1,10,5.17,2.16,1.3,3,2.58,0.93,5,7,2.58,2.19,2,10,5.17,1.9,0,0,0,1,5,6,6,"cpbayes"
"synth-1601-21-3-2-0.5-0-102_bdeu-100-5",21,891.81,18728,5,4.01,0.95,2164,613.02,5,4.9,0.3,0,1,21,21,0,14,4.9,3.18,0,19,9.81,3.2,5,4.9,0.3,1,1,19,19,0,15,4.9,3.49,0,20,9.81,3.52,9.8,5,3.71,1.59,2,10,3.71,3.16,1,12,7.43,2.66,2.9,5,3.95,1.69,3,16,3.95,3.63,2,16,7.9,2.43,2.99,5,3.9,1.61,2,14,3.9,3.95,1,15,7.81,2.75,0.6,5,4.1,1.55,2,15,4.1,3.99,1,16,8.19,2.84,0,0,0,1,5,5,6,"astar.ed3"
"synth-1602-35-8-2-0.5-0-1050_bdeu-100-4",35,4216.46,147576,4,3.7,0.56,10269,3587.45,4,3.97,0.17,4,5,17,5.6,6.5,10,3.97,3.07,0,14,7.94,3.11,4,3.97,0.17,4,5,19,6,7.38,10,3.97,2.74,0,14,7.94,2.79,18.46,4,3.54,1.01,6,11,3.54,3.13,1,14,7.09,2.76,18.1,4,3.26,1.36,5,14,3.26,3.16,2,14,6.51,2.98,-1,4,3.97,0.17,4,10,3.97,2.74,0,14,7.94,2.79,-1,4,3.97,0.17,4,10,3.97,2.74,0,14,7.94,2.79,0,0,0,5,5,6,6,"astar.comp"
"synth-1603-21-3-2-0.5-0-6526_bdeu-10-5",21,598.24,12563,5,3.78,1.01,1361,480.12,5,2.95,1.69,3,1,17,17,0,9,2.95,2.4,1,14,5.9,3.83,5,3.24,1.48,2,2,16,9.5,9.19,9,3.24,2.53,0,13,6.48,3.86,22.48,4,1.81,1.12,10,6,1.81,2.29,2,8,3.62,2.27,15.3,4,1.67,1.11,7,5,1.67,1.77,3,7,3.33,1.91,1.78,4,2.19,1.25,7,8,2.19,2.2,2,8,4.38,2.54,0,4,1.67,1.11,9,6,1.67,1.98,3,7,3.33,1.91,0,0,0,2,5,5,3,"cpbayes"
"synth-1604-29-3-2-0.5-0-1040_bdeu-100-3",29,798.07,23144,3,2.8,0.46,1773,534.83,3,2.9,0.56,8,3,12,5.67,5.51,14,2.9,3.61,1,17,5.79,3.74,3,2.9,0.56,6,5,7,4.4,2.3,10,2.9,2.78,1,13,5.79,2.94,11.49,3,2.66,0.86,9,11,2.66,2.99,2,13,5.31,2.94,10.32,3,2.59,0.95,9,12,2.59,2.87,2,15,5.17,3.02,3.98,3,2.66,0.86,9,15,2.66,4.13,2,16,5.31,3.78,3.5,3,2.62,0.9,8,14,2.62,3.5,2,15,5.24,3.45,0,0,0,3,5,5,6,"astar.comp"
"synth-1605-41-2-2-0.5-0-6735_bdeu-1-4",41,166.2,6814,4,2.98,0.9,879,233.7,4,2.12,1.12,7,4,25,8,11.34,9,2.12,1.99,3,13,4.24,2.94,4,2.32,1.21,4,3,29,11.67,15.04,9,2.32,1.82,3,13,4.63,2.9,14.58,3,1.32,0.88,14,6,1.32,1.44,9,8,2.63,1.73,14.59,3,1.27,0.87,13,6,1.27,1.3,8,7,2.54,1.67,1.01,4,1.37,0.94,16,8,1.37,1.8,9,9,2.73,2.06,0.9,3,1.27,0.84,16,6,1.27,1.52,9,6,2.54,1.58,0,0,0,5,5,5,6,"ilp.162"
"synth-1606-30-7-2-0.5-0-884_bic-2",30,36.37,1091,2,1.75,0.49,87,25.57,2,1.83,0.53,9,6,5,2.83,1.17,5,1.83,1.7,2,7,3.67,1.92,2,1.9,0.4,8,8,3,2.5,0.53,5,1.9,1.67,1,7,3.8,1.83,9.34,2,1.6,0.77,8,6,1.6,1.65,5,8,3.2,1.9,7.74,2,1.57,0.82,9,7,1.57,1.59,6,7,3.13,1.68,0.64,2,1.6,0.77,10,7,1.6,1.81,5,7,3.2,1.9,2.8,2,1.67,0.71,8,7,1.67,1.75,4,7,3.33,1.77,0,0,0,1,5,5,6,"ilp.162.nc"
"synth-1607-30-3-2-0.5-0-331_bic-4",30,17.53,526,4,2.04,0.86,108,25.13,4,1.47,1.07,12,3,12,5.33,5.77,6,1.47,1.78,6,8,2.93,2.6,4,1.57,1.07,12,4,11,4.25,4.5,6,1.57,1.81,5,9,3.13,2.71,8.64,3,1,0.87,12,4,1,1.14,10,6,2,1.68,8.45,3,0.87,0.9,11,3,0.87,0.86,13,5,1.73,1.41,0.04,3,0.87,0.82,15,3,0.87,1.07,11,5,1.73,1.39,0,3,0.9,0.84,14,4,0.9,1.09,11,5,1.8,1.4,0,0,0,1,5,4,4,"cpbayes"
"synth-1609-32-7-2-0.5-0-7946_bdeu-10-3",32,1242.72,39767,3,2.82,0.43,3042,748,3,2.87,0.55,4,3,19,7.67,9.81,11,2.88,2.71,1,14,5.75,2.88,3,2.87,0.55,4,3,21,8.33,10.97,11,2.88,2.54,1,14,5.75,2.72,8.81,3,2.56,0.91,6,12,2.56,2.87,2,13,5.12,2.79,7.18,3,2.47,0.98,10,12,2.47,2.91,3,13,4.94,2.94,3.39,3,2.62,0.87,9,13,2.63,3.22,2,16,5.25,3.22,2.6,3,2.66,0.9,8,13,2.66,2.94,3,13,5.31,2.57,0,0,0,4,5,6,6,"astar.comp"
"synth-1610-21-4-2-0.5-0-5737_bdeu-10-2",21,32.48,682,2,1.73,0.51,73,23.77,2,1.67,0.66,7,1,8,8,0,6,1.67,1.91,2,8,3.33,2.27,2,1.67,0.66,6,4,6,3.25,1.89,6,1.67,1.68,2,8,3.33,2.08,6.42,2,1.48,0.81,7,6,1.48,1.78,4,8,2.95,1.99,2.28,2,1.48,0.81,7,7,1.48,1.86,4,7,2.95,1.91,0.09,2,1.52,0.75,8,7,1.52,1.89,3,8,3.05,2.06,0,2,1.48,0.81,7,7,1.48,1.91,4,7,2.95,1.86,0,0,0,0,4,5,4,"astar.ec"
"synth-1612-33-4-2-0.5-0-275_bdeu-100-2",33,216.94,7159,2,1.9,0.31,413,100.76,2,1.94,0.35,10,5,10,3.8,3.49,13,1.94,2.47,1,15,3.88,2.55,2,1.94,0.35,12,9,3,2.22,0.44,13,1.94,2.54,1,15,3.88,2.61,9.34,2,1.85,0.51,12,13,1.85,2.54,2,15,3.7,2.58,7.17,2,1.85,0.51,13,13,1.85,2.59,2,15,3.7,2.63,0.99,2,1.88,0.48,12,16,1.88,3.02,2,16,3.76,2.77,2.4,2,1.85,0.51,14,14,1.85,2.8,2,15,3.7,2.63,0,0,0,2,5,5,6,"cpbayes"
"synth-1613-46-3-2-0.5-0-108_bdeu-0.1-5",46,31.07,1429,5,3.61,1.5,265,53.27,5,3.11,1.49,4,3,38,14,20.78,7,3.11,2.05,0,12,6.22,2.9,5,3.26,1.42,1,2,43,22.5,28.99,9,3.26,2.16,0,13,6.52,3.1,12.64,4,1.59,1.18,7,5,1.59,1.15,7,8,3.17,1.6,9.86,5,2.09,1.74,11,7,2.09,1.86,9,11,4.17,2.14,2.06,5,1.7,1.47,13,6,1.7,1.62,7,10,3.39,2.07,-1,5,3.26,1.42,1,9,3.26,2.16,0,13,6.52,3.1,0,0,0,1,5,5,6,"ilp.162"
"synth-1614-36-8-2-0.5-0-102_bdeu-10-3",36,137.36,4945,3,2.54,0.66,421,94.28,3,2.92,0.5,6,1,30,30,0,7,2.92,2.12,1,10,5.83,2.29,3,2.92,0.5,4,2,28,15.5,17.68,9,2.92,2.1,1,12,5.83,2.27,11.9,3,2.44,1,6,10,2.44,2.16,3,10,4.89,2.01,8.66,3,2.53,0.94,8,8,2.53,2.2,3,9,5.06,1.94,2.88,3,2.56,0.84,12,9,2.56,2.66,2,10,5.11,2.39,-1,3,2.92,0.5,4,9,2.92,2.1,1,12,5.83,2.27,0,0,0,2,5,5,6,"cpbayes"
"synth-1616-60-3-2-0.5-0-1780_bdeu-0.1-4",60,52.32,3139,4,2.61,0.96,250,64.85,4,2.1,1.4,15,4,38,11.25,17.84,7,2.1,2.01,12,10,4.2,3.21,4,2.2,1.45,15,3,40,14.67,21.94,8,2.2,2.15,12,12,4.4,3.39,16.78,4,1.62,1.24,27,9,1.62,2.11,14,12,3.23,2.71,17.97,4,1.28,1.24,26,6,1.28,1.53,22,7,2.57,2.05,0.91,3,1.32,1.08,29,7,1.32,1.78,18,9,2.63,2.25,-1,4,2.2,1.45,15,8,2.2,2.15,12,12,4.4,3.39,0,0,0,5,5,5,6,"ilp.162.nc"
"synth-1617-37-8-2-0.5-0-2282_bdeu-100-3",37,1500.51,55519,3,2.83,0.41,3239,909.83,3,3,0,5,3,21,9.33,10.21,9,3,2.53,0,12,6,2.53,3,3,0,4,4,24,7.75,10.84,8,3,2.42,0,11,6,2.42,11.58,3,2.84,0.6,9,12,2.84,2.79,1,13,5.68,2.54,11.26,3,2.78,0.67,8,10,2.78,2.75,1,13,5.57,2.56,5.3,3,2.81,0.62,14,12,2.81,3.56,1,15,5.62,3.25,-1,3,3,0,4,8,3,2.42,0,11,6,2.42,0,0,0,4,5,6,6,"ilp.141.nc"
"synth-1618-54-6-2-0.5-0-135_bic-3",54,19.35,1045,3,1.8,0.79,58,13.19,3,2.22,0.77,8,7,30,6.14,10.53,10,2.22,1.96,1,13,4.44,2.15,3,2.26,0.76,6,6,34,7.83,12.88,11,2.26,1.97,1,14,4.52,2.26,11.66,3,1.94,0.9,14,7,1.94,1.8,4,9,3.89,1.82,11.1,3,1.72,0.9,15,7,1.72,1.66,5,9,3.44,1.67,2.1,3,1.65,0.93,20,7,1.65,1.88,6,9,3.3,1.87,-1,3,2.26,0.76,6,11,2.26,1.97,1,14,4.52,2.26,0,0,0,3,6,5,6,"ilp.162"
"synth-1619-54-4-2-0.5-0-119_bdeu-0.1-5",54,36.76,1985,5,3.42,1.47,326,65.32,5,2.85,1.51,7,3,43,15.67,23.67,9,2.85,2.13,2,12,5.7,2.89,5,2.87,1.51,7,5,37,9.4,15.45,11,2.87,2.38,2,13,5.74,3.05,15.15,5,1.63,1.31,11,10,1.63,1.83,10,13,3.26,2.19,12.9,5,1.76,1.59,13,7,1.76,1.54,13,10,3.52,1.98,1.61,5,1.74,1.52,16,7,1.74,1.76,11,9,3.48,2.01,-1,5,2.87,1.51,7,11,2.87,2.38,2,13,5.74,3.05,0,0,0,3,5,5,6,"ilp.141"
"synth-1622-23-8-2-0.5-0-106_bdeu-10-3",23,73.39,1688,3,2.44,0.71,227,59.59,3,2.87,0.34,1,2,18,11,9.9,13,2.87,2.78,0,16,5.74,2.88,3,2.96,0.21,3,4,11,5,4.24,11,2.96,3.08,0,14,5.91,3.12,7.95,3,2.35,1.07,2,9,2.35,2.06,3,9,4.7,1.87,1.6,3,2.48,0.95,4,8,2.48,2.29,2,10,4.96,1.89,0.86,3,2.43,0.95,5,8,2.43,2.39,2,11,4.87,2.14,2.2,3,2.48,0.95,5,9,2.48,2.43,2,10,4.96,1.94,0,0,0,1,5,5,6,"astar.ec"
"synth-1623-31-6-2-0.5-0-271_bdeu-0.1-3",31,15.39,477,3,1.82,0.89,63,14.89,3,2.19,0.87,8,3,16,6.67,8.08,8,2.19,2.24,1,11,4.39,2.68,3,2.23,0.84,6,4,14,5.25,5.85,8,2.23,2.14,1,10,4.45,2.62,11.35,3,1.42,0.99,11,5,1.42,1.59,5,7,2.84,1.86,9.17,3,1.52,1.06,11,6,1.52,1.65,5,7,3.03,1.76,0,3,1.58,0.96,10,6,1.58,1.71,4,8,3.16,1.79,1.7,3,1.58,0.96,11,6,1.58,1.78,4,8,3.16,1.79,0,0,0,1,5,0,6,"ilp.141"
"synth-1624-34-2-2-0.5-0-366_bic-3",34,4,136,3,0.96,0.69,10,2.51,3,1.12,0.64,9,10,4,2.4,0.7,3,1.12,0.95,4,6,2.24,1.35,3,1.15,0.66,8,10,5,2.5,0.97,3,1.15,0.93,4,6,2.29,1.38,13.83,2,0.74,0.62,16,3,0.74,0.86,12,4,1.47,0.96,13.76,2,0.65,0.65,16,2,0.65,0.69,15,4,1.29,0.91,0,2,0.74,0.62,16,3,0.74,0.86,12,4,1.47,0.96,0,2,0.74,0.57,18,4,0.74,1.02,11,4,1.47,0.96,0,0,0,1,5,0,3,"ilp.141"
"synth-1627-30-8-2-0.5-0-2234_bdeu-10-5",30,2869.6,86088,5,3.96,0.86,9919,3013.09,5,4.37,1.16,2,3,22,8.67,11.55,14,4.37,3.85,0,19,8.73,4.5,5,4.47,0.97,1,3,24,9.33,12.7,11,4.47,3.45,0,16,8.93,4.02,17.35,5,3.67,1.42,7,11,3.67,3.73,1,13,7.33,3.48,12.03,5,3.2,1.81,6,12,3.2,3.22,3,13,6.4,3.62,-1,5,4.47,0.97,1,11,4.47,3.45,0,16,8.93,4.02,-1,5,4.47,0.97,1,11,4.47,3.45,0,16,8.93,4.02,0,0,0,4,5,6,6,"astar.comp"
"synth-1628-37-2-2-0.5-0-2923_bdeu-10-2",37,38.19,1413,2,1.72,0.5,97,29.82,2,1.76,0.49,9,8,6,3.13,1.46,7,1.76,1.61,1,9,3.51,1.87,2,1.73,0.51,7,5,20,5.8,7.95,6,1.73,1.43,1,8,3.46,1.69,7.44,2,1.57,0.65,13,8,1.57,1.68,3,9,3.14,1.77,7.06,2,1.46,0.77,9,6,1.46,1.35,6,8,2.92,1.71,0.08,2,1.38,0.72,13,5,1.38,1.4,5,7,2.76,1.53,1.5,2,1.62,0.64,12,7,1.62,1.74,3,9,3.24,1.86,0,0,0,2,5,5,6,"ilp.162"
"synth-1629-49-8-2-0.5-0-1442_bdeu-0.1-4",49,44.24,2168,4,2.56,1,303,57.09,4,2.88,1.2,8,2,35,19,22.63,9,2.88,2.45,3,13,5.76,3.24,4,3,1.14,5,3,36,13.67,19.35,9,3,2.42,3,13,6,3.19,12.88,4,2.04,1.32,13,10,2.04,2.33,7,12,4.08,2.52,12.72,4,1.8,1.38,17,9,1.8,2.13,10,11,3.59,2.58,0.84,4,1.84,1.34,17,10,1.84,2.24,11,11,3.67,2.45,-1,4,3,1.14,5,9,3,2.42,3,13,6,3.19,0,0,0,5,5,5,6,"ilp.162.nc"
"synth-1630-47-5-2-0.5-0-149_bdeu-0.1-2",47,11.53,542,2,1.51,0.65,75,14.34,2,1.49,0.66,16,8,5,2.75,1.16,8,1.49,1.67,4,10,2.98,1.98,2,1.53,0.65,15,8,10,3.5,2.83,8,1.53,1.65,4,10,3.06,2,10.31,2,1.19,0.77,19,7,1.19,1.56,10,9,2.38,1.78,10.12,2,1.09,0.86,18,7,1.09,1.27,15,9,2.17,1.63,0,2,1.4,0.74,17,7,1.4,1.69,7,9,2.81,2.05,3,2,1.32,0.75,19,6,1.32,1.56,8,8,2.64,1.88,0,0,0,5,5,1,6,"ilp.141"
"synth-1631-26-6-2-0.5-0-1351_bdeu-10-3",26,392.65,10209,3,2.74,0.51,868,280.91,3,2.65,0.75,5,4,15,5.25,6.5,8,2.65,2.65,0,11,5.31,2.96,3,2.65,0.75,4,3,18,7.33,9.24,7,2.65,2.12,0,10,5.31,2.49,11.54,3,2.31,1.01,8,8,2.31,2.63,2,11,4.62,2.64,6.03,3,2.19,1.06,8,9,2.19,2.51,2,10,4.38,2.53,1.43,3,2.35,1.02,10,8,2.35,2.77,2,11,4.69,2.81,1.4,3,2.35,0.98,9,8,2.35,2.58,1,11,4.69,2.6,0,0,0,2,5,5,6,"cpbayes"
"synth-1632-22-2-2-0.5-0-122_bdeu-10-2",22,14.05,309,2,1.55,0.63,38,9.27,2,1.73,0.55,3,2,14,8,8.49,5,1.73,1.24,1,7,3.45,1.6,2,1.73,0.55,3,4,8,4,2.83,5,1.73,1.16,1,7,3.45,1.5,7.33,2,1.41,0.73,6,4,1.41,1.44,3,6,2.82,1.74,4.8,2,1.5,0.74,5,5,1.5,1.3,3,5,3,1.35,0.46,2,1.27,0.83,9,5,1.27,1.49,5,6,2.55,1.63,0.1,2,1.5,0.74,7,5,1.5,1.54,3,7,3,1.75,0,0,0,0,5,5,3,"cpbayes"
