"id","f_1","f_2","f_3","f_8","f_9","f_10","f_11","f_12","f_13","f_14","f_15","f_16","f_17","f_18","f_19","f_20","f_21","f_22","f_23","f_24","f_25","f_29","f_30","f_31","f_32","f_34","f_35","f_36","f_37","CCEHC2akms","CCLS2akms","Naps.1.02.ms","WMaxSatz.","WMaxSatz09","ahms.1.70","ahms.ls.1.70","CCEHC2akms_success","CCLS2akms_success","Naps.1.02.ms_success","WMaxSatz._success","WMaxSatz09_success","ahms.1.70_success","ahms.ls.1.70_success","base","Class"
"cnf.12.p.9.wcnf",81220,367175,0.01198,0.2212,3e-05,0.64663,1e-05,9e-05,8e-05,3e-05,0.36647,1e-05,9e-05,7e-05,0.35536,0.2831,0.22222,0.88889,0.66667,0.3091,0.96885,0.03387,0.78192,0.95207,2e-05,1e-05,7e-05,7e-05,0.78192,1800,1800,346.26,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.39,"mscg2015a"
"cnf.12.t.9.wcnf",74960,341160,0.01219,0.21972,3e-05,0.64763,1e-05,9e-05,8e-05,3e-05,0.36924,1e-05,9e-05,8e-05,0.35216,0.27322,0.22222,0.71429,0.49206,0.30544,0.98441,0.0367,0.78051,0.95123,2e-05,1e-05,8e-05,7e-05,0.78051,1800,1800,50.09,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.36,"Optiriss6"
"cnf.13.p.10.wcnf",84172,380531,0.01198,0.2212,3e-05,0.64654,1e-05,8e-05,7e-05,3e-05,0.36567,1e-05,8e-05,7e-05,0.35536,0.28315,0.22222,0.88889,0.66667,0.3091,0.96841,0.03384,0.78193,0.95207,2e-05,1e-05,7e-05,6e-05,0.78193,1800,1800,408.3,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.41,"Optiriss6"
"cnf.13.p.8.wcnf",79744,360497,0.01198,0.22121,3e-05,0.64612,1e-05,9e-05,8e-05,3e-05,0.36788,1e-05,9e-05,8e-05,0.35534,0.28322,0.22222,0.88889,0.66667,0.3091,0.96892,0.03388,0.7819,0.95207,2e-05,1e-05,7e-05,7e-05,0.7819,1800,1800,943.81,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.38,"mscg2015b"
"cnf.13.p.9.wcnf",87124,393887,0.01198,0.22119,3e-05,0.64596,1e-05,8e-05,7e-05,3e-05,0.36725,1e-05,8e-05,7e-05,0.35538,0.28302,0.22222,0.88889,0.66667,0.30908,0.96819,0.03386,0.7819,0.95207,2e-05,1e-05,7e-05,6e-05,0.7819,1800,1800,594.07,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.42,"mscg2015a"
"cnf.14.d.10.wcnf",72440,329680,0.01219,0.21973,3e-05,0.64756,1e-05,1e-04,8e-05,3e-05,0.36924,1e-05,1e-04,8e-05,0.35223,0.27346,0.22222,0.71429,0.49206,0.30555,0.98416,0.0367,0.78051,0.95123,2e-05,1e-05,8e-05,7e-05,0.78051,1800,1800,43.94,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.35,"WPM3.2015.co"
"cnf.14.p.10.wcnf",93028,420599,0.01198,0.22118,2e-05,0.64583,1e-05,8e-05,7e-05,2e-05,0.36608,1e-05,8e-05,6e-05,0.35538,0.28306,0.22222,0.88889,0.66667,0.30907,0.96766,0.03384,0.78191,0.95207,2e-05,0,6e-05,6e-05,0.78191,1800,1800,1221.24,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.45,"mscg2015b"
"cnf.14.p.9.wcnf",88600,400577,0.01198,0.22118,3e-05,0.64588,1e-05,8e-05,7e-05,3e-05,0.36546,1e-05,8e-05,7e-05,0.35537,0.28307,0.2,0.88889,0.68889,0.30907,0.9681,0.03386,0.78191,0.95207,2e-05,0,6e-05,6e-05,0.78191,1800,1800,403.38,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.43,"Open.WBO16"
"cnf.14.t.7.wcnf",82880,377240,0.01219,0.2197,3e-05,0.64777,1e-05,8e-05,7e-05,3e-05,0.36913,1e-05,8e-05,7e-05,0.35218,0.27314,0.22222,0.71429,0.49206,0.30541,0.98456,0.03669,0.78051,0.95122,2e-05,1e-05,7e-05,6e-05,0.78051,1800,1800,55.41,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.4,"Optiriss6"
"cnf.14.t.9.wcnf",94400,429720,0.01219,0.21968,2e-05,0.6475,1e-05,7e-05,7e-05,2e-05,0.37102,1e-05,7e-05,6e-05,0.35219,0.27299,0.22222,0.71429,0.49206,0.30537,0.98381,0.03668,0.78051,0.95122,2e-05,0,6e-05,6e-05,0.78051,1800,1800,49.98,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.46,"Optiriss6"
"cnf.15.p.10.wcnf",99670,450650,0.01198,0.22117,2e-05,0.64625,1e-05,7e-05,6e-05,2e-05,0.36678,1e-05,7e-05,6e-05,0.35536,0.28305,0.22222,0.88889,0.66667,0.30918,0.96673,0.03384,0.7819,0.95207,2e-05,0,6e-05,5e-05,0.7819,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.49,"mscg2015a"
"cnf.15.p.8.wcnf",93766,423938,0.01198,0.22118,2e-05,0.64601,1e-05,8e-05,7e-05,2e-05,0.3673,1e-05,7e-05,6e-05,0.35536,0.28317,0.22222,0.88889,0.66667,0.30907,0.96761,0.03385,0.7819,0.95207,2e-05,0,6e-05,6e-05,0.7819,1800,1800,722.43,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.46,"mscg2015b"
"cnf.15.p.9.wcnf",95980,433965,0.01198,0.22117,2e-05,0.64603,1e-05,7e-05,6e-05,2e-05,0.36498,1e-05,7e-05,6e-05,0.35536,0.28309,0.18182,0.88889,0.70707,0.30907,0.96742,0.03384,0.7819,0.95207,2e-05,0,6e-05,6e-05,0.7819,1800,1800,1209.74,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.46,"mscg2015a"
"cnf.15.t.10.wcnf",102320,465800,0.01219,0.21967,2e-05,0.64764,1e-05,7e-05,6e-05,2e-05,0.3707,1e-05,7e-05,6e-05,0.35215,0.27302,0.22222,0.71429,0.49206,0.30563,0.9832,0.03667,0.78051,0.95122,1e-05,0,6e-05,5e-05,0.78051,1800,1800,69.51,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.51,"Optiriss6"
"cnf.16.p.10.wcnf",109264,494057,0.01198,0.22116,2e-05,0.64581,1e-05,6e-05,6e-05,2e-05,0.36703,1e-05,6e-05,5e-05,0.35534,0.28301,0.22222,0.88889,0.66667,0.30947,0.96954,0.03381,0.7819,0.95207,1e-05,0,5e-05,5e-05,0.7819,1800,1800,1479.38,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.54,"Open.WBO15"
"cnf.16.p.8.wcnf",104098,470694,0.01198,0.22116,2e-05,0.64621,1e-05,7e-05,6e-05,2e-05,0.3673,1e-05,7e-05,6e-05,0.35534,0.2831,0.18182,0.88889,0.70707,0.30932,0.96648,0.03381,0.78192,0.95207,1e-05,0,6e-05,5e-05,0.78192,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.51,"mscg2015a"
"cnf.16.p.9.wcnf",110740,500735,0.01198,0.22115,2e-05,0.64541,1e-05,6e-05,6e-05,2e-05,0.36644,1e-05,6e-05,5e-05,0.35533,0.28305,0.22222,0.88889,0.66667,0.30952,0.9693,0.03378,0.78193,0.95207,1e-05,0,5e-05,5e-05,0.78193,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.55,"mscg2015a"
"cnf.16.t.9.wcnf",104480,475640,0.01219,0.21966,2e-05,0.64749,1e-05,7e-05,6e-05,2e-05,0.3708,1e-05,7e-05,6e-05,0.35214,0.27304,0.22222,0.71429,0.49206,0.30569,0.98288,0.03667,0.78051,0.95122,1e-05,0,5e-05,5e-05,0.78051,1800,1800,64.88,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.52,"Optiriss6"
"cnf.17.d.10.wcnf",83240,378880,0.01219,0.2197,3e-05,0.64745,1e-05,8e-05,7e-05,3e-05,0.36961,1e-05,8e-05,7e-05,0.35225,0.27338,0.22222,0.71429,0.49206,0.30551,0.98432,0.03669,0.78051,0.95122,2e-05,1e-05,7e-05,6e-05,0.78051,1800,1800,57.72,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.41,"Optiriss6"
"cnf.17.d.9.wcnf",84680,385440,0.01219,0.2197,3e-05,0.64722,1e-05,8e-05,7e-05,3e-05,0.3685,1e-05,8e-05,7e-05,0.35225,0.27334,0.22222,0.71429,0.49206,0.3055,0.98436,0.03669,0.78051,0.95122,2e-05,1e-05,7e-05,6e-05,0.78051,1800,1800,31.14,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.41,"Optiriss6"
"cnf.17.p.10.wcnf",113692,514091,0.01198,0.22115,2e-05,0.64619,1e-05,6e-05,5e-05,2e-05,0.36742,1e-05,6e-05,5e-05,0.35532,0.28302,0.22222,0.88889,0.66667,0.3096,0.96894,0.03378,0.78192,0.95207,1e-05,0,5e-05,5e-05,0.78192,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.55,"WPM3.2015.co"
"cnf.17.p.9.wcnf",112954,510752,0.01198,0.22115,2e-05,0.64604,1e-05,6e-05,5e-05,2e-05,0.3659,1e-05,6e-05,5e-05,0.35531,0.28311,0.22222,0.88889,0.66667,0.30957,0.96916,0.03379,0.78192,0.95207,1e-05,0,5e-05,5e-05,0.78192,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.56,"mscg2015a"
"cnf.17.t.10.wcnf",112400,511720,0.01219,0.21965,2e-05,0.647,1e-05,6e-05,5e-05,2e-05,0.37,1e-05,6e-05,5e-05,0.35211,0.27286,0.22222,0.71429,0.49206,0.3059,0.98239,0.03666,0.7805,0.95122,1e-05,0,5e-05,5e-05,0.7805,1800,1800,174.82,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.56,"Optiriss6"
"cnf.17.t.8.wcnf",108800,495320,0.01219,0.21966,2e-05,0.64713,1e-05,6e-05,6e-05,2e-05,0.36936,1e-05,6e-05,6e-05,0.35212,0.27307,0.22222,0.71429,0.49206,0.30581,0.98222,0.03666,0.78051,0.95122,1e-05,0,5e-05,5e-05,0.78051,1800,1800,42.9,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.54,"Optiriss6"
"cnf.18.d.7.wcnf",83240,378880,0.01219,0.2197,3e-05,0.64745,1e-05,8e-05,7e-05,3e-05,0.36961,1e-05,8e-05,7e-05,0.35225,0.27342,0.22222,0.71429,0.49206,0.30552,0.98432,0.03669,0.78051,0.95122,2e-05,1e-05,7e-05,6e-05,0.78051,1800,1800,61.49,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.4,"Optiriss6"
"cnf.18.p.10.wcnf",124024,560857,0.01198,0.22113,2e-05,0.64501,1e-05,6e-05,5e-05,2e-05,0.36627,1e-05,6e-05,5e-05,0.35529,0.28308,0.18182,0.88889,0.70707,0.30962,0.96752,0.03376,0.78194,0.95207,1e-05,0,5e-05,4e-05,0.78194,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.62,"WPM3.2015.co"
"cnf.18.p.8.wcnf",118120,534135,0.01198,0.22114,2e-05,0.64598,1e-05,6e-05,5e-05,2e-05,0.36491,1e-05,6e-05,5e-05,0.35529,0.28319,0.18182,0.88889,0.70707,0.30962,0.96809,0.03378,0.78192,0.95207,1e-05,0,5e-05,4e-05,0.78192,1800,1800,1793.67,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.59,"mscg2015a"
"cnf.18.p.9.wcnf",121072,547481,0.01198,0.22114,2e-05,0.64598,1e-05,6e-05,5e-05,2e-05,0.3664,1e-05,6e-05,5e-05,0.35531,0.28304,0.22222,0.88889,0.66667,0.30963,0.96762,0.03376,0.78194,0.95207,1e-05,0,5e-05,4e-05,0.78194,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.6,"mscg2015b"
"cnf.18.t.9.wcnf",118160,537960,0.01219,0.21964,2e-05,0.64741,1e-05,6e-05,5e-05,2e-05,0.36967,1e-05,6e-05,5e-05,0.35209,0.27287,0.22222,0.71429,0.49206,0.30589,0.98326,0.03666,0.7805,0.95122,1e-05,0,5e-05,4e-05,0.7805,1800,1800,54.61,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.59,"Optiriss6"
"cnf.19.d.10.wcnf",94760,431360,0.01219,0.21968,2e-05,0.64766,1e-05,7e-05,6e-05,2e-05,0.37098,1e-05,7e-05,6e-05,0.35226,0.27322,0.22222,0.71429,0.49206,0.30548,0.98436,0.03667,0.78051,0.95122,2e-05,0,6e-05,6e-05,0.78051,1800,1800,58.24,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.47,"Optiriss6"
"cnf.19.p.10.wcnf",132880,600905,0.01198,0.22113,2e-05,0.64499,1e-05,5e-05,5e-05,2e-05,0.36491,1e-05,5e-05,5e-05,0.35529,0.28303,0.22222,0.88889,0.66667,0.30962,0.96771,0.03374,0.78194,0.95207,1e-05,0,4e-05,4e-05,0.78194,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,"mscg2015b"
"cnf.19.p.8.wcnf",125500,567515,0.01198,0.22114,2e-05,0.64544,1e-05,6e-05,5e-05,2e-05,0.36721,1e-05,6e-05,5e-05,0.35528,0.28315,0.22222,0.88889,0.66667,0.30962,0.96756,0.03376,0.78192,0.95207,1e-05,0,5e-05,4e-05,0.78192,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.63,"mscg2015a"
"cnf.19.p.9.wcnf",129190,584210,0.01198,0.22114,2e-05,0.64579,1e-05,5e-05,5e-05,2e-05,0.36952,1e-05,5e-05,5e-05,0.35528,0.2831,0.22222,0.88889,0.66667,0.30961,0.96769,0.03377,0.78191,0.95207,1e-05,0,4e-05,4e-05,0.78191,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.66,"Open.WBO16"
"cnf.19.t.7.wcnf",119600,544520,0.01219,0.21964,2e-05,0.64736,1e-05,6e-05,5e-05,2e-05,0.36852,1e-05,6e-05,5e-05,0.35208,0.27284,0.22222,0.71429,0.49206,0.30589,0.98343,0.03666,0.7805,0.95122,1e-05,0,5e-05,4e-05,0.7805,1800,1800,130.43,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.6,"Optiriss6"
"cnf.20.d.10.wcnf",97640,444480,0.01219,0.21967,2e-05,0.64768,1e-05,7e-05,6e-05,2e-05,0.37104,1e-05,7e-05,6e-05,0.35224,0.27324,0.22222,0.71429,0.49206,0.30559,0.9839,0.03667,0.78051,0.95122,2e-05,0,6e-05,5e-05,0.78051,1800,1800,34.77,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.48,"Optiriss6"
"cnf.20.d.9.wcnf",97640,444480,0.01219,0.21967,2e-05,0.64768,1e-05,7e-05,6e-05,2e-05,0.37104,1e-05,7e-05,6e-05,0.35224,0.27324,0.22222,0.71429,0.49206,0.30559,0.9839,0.03667,0.78051,0.95122,2e-05,0,6e-05,5e-05,0.78051,1800,1800,52.44,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.48,"Optiriss6"
"cnf.20.p.10.wcnf",142474,644312,0.01198,0.22113,2e-05,0.64607,1e-05,5e-05,4e-05,2e-05,0.36656,1e-05,5e-05,4e-05,0.35527,0.28308,0.22222,0.88889,0.66667,0.30963,0.96788,0.03372,0.78194,0.95207,1e-05,0,4e-05,4e-05,0.78194,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.7,"mscg2015b"
"cnf.20.p.9.wcnf",129928,587549,0.01198,0.22114,2e-05,0.64563,1e-05,5e-05,5e-05,2e-05,0.3686,1e-05,5e-05,5e-05,0.35528,0.28313,0.22222,0.88889,0.66667,0.30961,0.9677,0.03377,0.78191,0.95207,1e-05,0,4e-05,4e-05,0.78191,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,"Open.WBO16"
"cnf.20.t.10.wcnf",136160,619960,0.01219,0.21963,2e-05,0.64763,1e-05,5e-05,5e-05,2e-05,0.36912,1e-05,5e-05,4e-05,0.35204,0.27277,0.22222,0.71429,0.49206,0.30588,0.98307,0.03665,0.7805,0.95122,1e-05,0,4e-05,4e-05,0.7805,1800,1800,128.2,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.7,"Optiriss6"
"cnf.20.t.8.wcnf",129680,590440,0.01219,0.21963,2e-05,0.64748,1e-05,5e-05,5e-05,2e-05,0.372,1e-05,5e-05,5e-05,0.35205,0.27276,0.22222,0.71429,0.49206,0.30588,0.9832,0.03665,0.7805,0.95122,1e-05,0,4e-05,4e-05,0.7805,1800,1800,88.72,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.66,"maxino16.dis"
"cnf.8.p.10.wcnf",53176,240293,0.01199,0.2213,4e-05,0.64624,2e-05,0.00013,0.00012,4e-05,0.36681,2e-05,0.00013,0.00011,0.35524,0.28332,0.22222,0.88889,0.66667,0.30921,0.96828,0.03402,0.7819,0.95206,3e-05,1e-05,0.00011,1e-04,0.7819,1800,1800,62.84,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.25,"mscg2015a"
"cnf.8.p.9.wcnf",51700,233615,0.01199,0.2213,4e-05,0.64631,2e-05,0.00014,0.00012,4e-05,0.36636,2e-05,0.00014,0.00012,0.35521,0.28355,0.22222,0.88889,0.66667,0.30925,0.96827,0.03404,0.78189,0.95206,3e-05,1e-05,0.00011,1e-04,0.78189,1800,1800,68.89,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.25,"mscg2015a"
"cnf.9.p.10.wcnf",60556,273683,0.01198,0.22126,4e-05,0.64602,1e-05,0.00012,1e-04,4e-05,0.3657,2e-05,0.00012,1e-04,0.35529,0.2832,0.22222,0.88889,0.66667,0.30911,0.96903,0.03395,0.78193,0.95206,3e-05,1e-05,1e-04,9e-05,0.78193,1800,1800,81.75,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.29,"WPM3.2015.co"
"cnf.9.p.9.wcnf",59080,267005,0.01198,0.22127,4e-05,0.64626,1e-05,0.00012,1e-04,4e-05,0.36693,2e-05,0.00012,1e-04,0.35527,0.28329,0.22222,0.88889,0.66667,0.30911,0.96883,0.03395,0.78193,0.95206,3e-05,1e-05,1e-04,9e-05,0.78193,1800,1800,246.72,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.28,"mscg2015a"
"ctrl.wcnf",15720,38700,0.00052,0.4062,0.00015,1.37786,0,0.00473,0.00473,0.00015,0.29151,6e-05,0.00025,0.00019,0.47553,0.22539,0,0.75,0.75,0.45111,0.57199,0.11478,0.56899,0.99483,9e-05,0,0.00269,0.00269,0.68114,1800,1800,0.42,584.31,579.98,1800,1354.53,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.04,"maxino16.dis"
"ff4a1d84-d490-11df-9e6c-00163e3d3b7c_l3.wcnf",62441,141710,0.05448,0.44063,4e-05,6.52679,1e-05,0.03625,0.03624,4e-05,0.42065,2e-05,0.00149,0.00147,0.50437,0.50833,0,1,1,0.4908,0.50489,0.13114,0.5894,0.92716,2e-05,1e-05,0.00232,0.00231,0.71293,1800,1800,29.69,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.16,"maxino16.dis"
"mul_8_11.wcnf",15008,80288,0.18693,0.18693,0.00447,1.13957,0.00161,0.05103,0.04942,0.00447,0.47526,7e-05,0.006,0.00593,0.99526,0.00255,0.99225,0.99976,0.00751,0.81307,0.47947,0.18693,0.18693,0.18693,1e-05,1e-05,1e-05,0,0.18693,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,"maxino16.c10"
"mul_8_13.wcnf",15312,80592,0.18999,0.18999,0.00431,1.18546,0.0016,0.05084,0.04924,0.00431,0.47989,7e-05,0.00601,0.00594,0.99518,0.00253,0.99225,0.99976,0.00751,0.81001,0.48436,0.18999,0.18999,0.18999,1e-05,1e-05,1e-05,0,0.18999,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,"maxino16.c10"
"mul_8_14.wcnf",14300,79580,0.17969,0.17969,0.0045,1.20604,0.00162,0.10295,0.10133,0.0045,0.46422,7e-05,0.0065,0.00643,0.99525,0.00255,0.99225,0.99988,0.00763,0.82031,0.46805,0.17969,0.17969,0.17969,1e-05,1e-05,1e-05,0,0.17969,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.1,"maxino16.c10"
"mul_8_3.wcnf",5048,70328,0.07178,0.07178,0.00694,1.65518,0.00183,0.1165,0.11466,0.00694,0.28819,2e-04,0.00891,0.00872,0.99532,0.00278,0.99225,0.99988,0.00763,0.92822,0.27809,0.07178,0.07178,0.07178,1e-05,1e-05,1e-05,0,0.07178,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.53,"maxhs.b"
"mul_8_9.wcnf",7840,73120,0.10722,0.10722,0.00624,1.33667,0.00176,0.11205,0.11028,0.00624,0.34796,0.00013,0.00816,0.00804,0.99597,0.00248,0.99225,0.99988,0.00763,0.89278,0.34653,0.10722,0.10722,0.10722,1e-05,1e-05,1e-05,0,0.10722,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.76,"maxino16.c10"
"normalized-C499.a.wcnf",1157,5136,0.22527,0.22527,0.00599,0.98843,0.00058,0.02161,0.02103,0.00599,1.15534,0.00086,0.09075,0.08989,0.6485,0.37953,0.16667,0.98649,0.81982,0.56087,0.63496,0.22527,0.59054,0.59054,0.00083,0.00019,0.01382,0.01363,0.59054,1800,1800,1800,1800,1800,11,4.23,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.01,"maxino16.c10"
"normalized-addm4.r.wcnf",502,938,0.53518,0.53518,0.005,0.47955,0,0.01599,0.01599,0.005,0.88036,0.00199,0.0239,0.02191,0.73281,0.18213,0,0.93333,0.93333,0.46482,1.07303,0.59168,0.65352,0.72388,0.00118,0,0.00213,0.00213,0.59168,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"maxino16.dis"
"normalized-alu4.b.wcnf",524,1157,0.4529,0.4529,0.01789,1.29347,0,0.1573,0.1573,0.01789,1.12496,0.00191,0.14122,0.13931,0.73583,0.30125,0,0.99451,0.99451,0.5136,0.91118,0.46845,0.47018,0.47105,0.00089,0,0.00173,0.00173,0.46845,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"LMHS.2016"
"normalized-apex6.b.wcnf",2292,5772,0.39709,0.39709,0.01001,1.35621,0,0.10083,0.10083,0.01001,1.40589,0.00044,0.1575,0.15707,0.79134,0.25249,0,0.99828,0.99828,0.57622,0.81441,0.40541,0.40818,0.42204,0.00018,0,0.00052,0.00052,0.40575,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.03,"LMHS.2016"
"normalized-bench1.r.wcnf",923,1287,0.71717,0.71717,0.00324,0.26604,0.00155,0.00699,0.00544,0.00324,1.34297,0.00108,0.02925,0.02817,0.74218,0.09719,0.5,0.88889,0.38889,0.28283,1.59239,0.72339,0.7397,0.7669,0.00078,0.00078,0.00155,0.00078,0.72339,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"LMHS.2016"
"normalized-des.a.wcnf",4510,14421,0.31274,0.31274,0.00077,2.60378,7e-05,0.05513,0.05506,0.00077,2.44918,0.00022,0.10887,0.10865,0.51589,0.41007,0,0.99874,0.99874,0.4498,0.76997,0.33056,0.75563,0.77512,0.00026,7e-05,0.05499,0.05492,0.7505,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.01,"maxino16.dis"
"normalized-duke2.b.wcnf",1326,3096,0.42829,0.42829,0.01071,1.86613,0,0.19283,0.19283,0.01071,1.33497,0.00075,0.13122,0.13047,0.7175,0.30318,0,0.99832,0.99832,0.53742,0.86818,0.43508,0.43669,0.43798,0.00033,0,0.00065,0.00065,0.43508,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.01,"LMHS.2016"
"normalized-ex1010.pi.wcnf",11568,13034,0.88752,0.88752,5e-04,0.31429,0,0.00138,0.00138,5e-04,2.61197,9e-05,0.01037,0.01029,0.83182,0.06247,0,0.94444,0.94444,0.11248,2.80907,0.88752,0.88752,0.88752,8e-05,0,8e-05,8e-05,0.88752,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,"maxino16.c10"
"normalized-ex5.r.wcnf",1039,1729,0.60093,0.60093,0.01154,0.50085,0,0.04164,0.04164,0.01154,1.34685,0.00096,0.07892,0.07796,0.9343,0.04676,0,0.98611,0.98611,0.39907,1.22711,0.6015,0.60266,0.60613,0.00058,0,0.00116,0.00116,0.6015,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"LMHS.2016"
"normalized-exam.pi.wcnf",1113,1571,0.70847,0.70847,0.00635,0.78948,0,0.07702,0.07702,0.00635,1.66106,9e-04,0.04762,0.04672,0.86245,0.07798,0,0.99174,0.99174,0.29153,1.55888,0.70847,0.71547,0.72311,0.00064,0,0.00064,0.00064,0.70847,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"LMHS.2016"
